0,4.264892578125
5,4.2646484375
10,4.264404296875
15,4.26416015625
20,4.263916015625
25,4.263671875
30,4.263671875
35,4.263427734375
40,4.263671875
45,4.263671875
50,4.26416015625
55,4.263427734375
60,4.263916015625
65,4.263671875
70,4.263427734375
75,4.262939453125
80,4.26318359375
85,4.262939453125
90,4.26220703125
95,4.262939453125
100,4.262451171875
105,4.263427734375
110,4.26220703125
115,4.2626953125
120,4.2626953125
125,4.262451171875
130,4.261962890625
135,4.26220703125
140,4.262451171875
145,4.26171875
150,4.26171875
155,4.261962890625
160,4.26123046875
165,4.261962890625
170,4.26220703125
175,4.26171875
180,4.26171875
185,4.26171875
190,4.26123046875
195,4.261474609375
200,4.26123046875
205,4.260986328125
210,4.26123046875
215,4.26123046875
220,4.26171875
225,4.26025390625
230,4.2607421875
235,4.2607421875
240,4.26123046875
245,4.26123046875
250,4.26123046875
255,4.26123046875
260,4.2607421875
265,4.260986328125
270,4.26123046875
275,4.260498046875
280,4.260986328125
285,4.26171875
290,4.261962890625
295,4.261474609375
300,4.26171875
305,4.26171875
310,4.2626953125
315,4.26220703125
320,4.26220703125
325,4.261962890625
330,4.26220703125
335,4.262451171875
340,4.26171875
345,4.261962890625
350,4.26220703125
355,4.26318359375
360,4.2626953125
365,4.26318359375
370,4.262939453125
375,4.26318359375
